Institute,ID Number,Project,Higher Group,Family,Genus,Species ,Standard,Buffer,mean1,mean2,cv1,cv2,ratio,ave.sample,ave.standard,GS pg (2C),GS pg (1C),1C/Gbp,cv.sample,cv.standard,SD(R).sample,measured by,Date,DToL Specimen ID,Previous estimate (2C) (prime*),Comments on DToL sample,,,,,
RBGE,DMR121,DTOL,Angiosperm,Rosaceae,Fragaria,vesca,<Solanum,GPB3%PVP,112.06,393.96,7.23,3.19,3.519,116.43,405.05,0.57,0.29,0.28,6.47,2.69,0.052,Sahr Mian,17/08/21,,0.49,,,,,,
,,,,,,,,,120.79,416.14,5.7,2.18,3.445,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBGK,MC9273,DTOL,Angiosperm,Rubiaceae,Galium,verum,>Solanum,GPB3%PVP,199.46,355.49,3.4,2.86,1.782,366.59,207.65,3.53,1.77,1.73,2.44,3.02,0.015,Sahr Mian,17/08/21,KDTOL19356,3.77,,,,,,
,,,,,,,,,209.41,369,2.92,2.28,1.762,,,,,,,,,,,,,,,,,,
,,,,,,,,,214.07,375.29,2.74,2.17,1.753,,,,,,,,,,,,,,,,,,
RBGK,MC9274,DTOL,Angiosperm,Caryophyllaceae,Saponaria,officinalis,>Solanum,GPB3%PVP,206.09,479,4.71,3.35,2.324,512.52,227.22,4.51,2.26,2.21,2.59,3.60,0.059,Sahr Mian,17/08/21,KDTOL10357,4.51,,,,,,
,,,,,,,,,229.79,513.9,3.42,2.34,2.236,,,,,,,,,,,,,,,,,,
,,,,,,,,,245.79,544.66,2.66,2.08,2.213,,,,,,,,,,,,,,,,,,
RBGK,MC9272,DTOL,Angiosperm,Asteraceae,Helminthotheca,echioides,<Solanum,GPB3%PVP,226.41,325.26,3.84,3.1,1.437,235.93,336.84,1.40,0.70,0.69,3.65,3.01,0.008,Sahr Mian,17/08/21,KDTOL10355,-,,,,,,
,,,,,,,,,236.99,337.38,3.72,3.03,1.424,,,,,,,,,,,,,,,,,,
,,,,,,,,,244.4,347.88,3.38,2.91,1.423,,,,,,,,,,,,,,,,,,
RBGK,MC9281,DTOL,Angiosperm,Fabaceae,Medicago,sativa,>Solanum,GPB3%PVP,223.61,381.83,3.04,2.5,1.708,387.29,228.96,3.38,1.69,1.65,2.79,3.09,0.015,Sahr Mian,17/08/21,KDTOL10364,3.44,,,,,,
,,,,,,,,,228.48,385.92,3,2.78,1.689,,,,,,,,,,,,,,,,,,
,,,,,,,,,234.78,394.12,3.22,3.08,1.679,,,,,,,,,,,,,,,,,,
RBGK,MC9282,DTOL,Angiosperm,Fabaceae,Trifolium,arvense,<Solanum,GPB3%PVP,143.47,296.72,5.47,3.09,2.068,148.26,306.46,0.97,0.48,0.47,4.89,2.79,0.001,Sahr Mian,17/08/21,KDTOL10367,0.77,,,,,,
,,,,,,,,,153.05,316.2,4.3,2.48,2.066,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBGK,MC9277,DTOL,Angiosperm,Fabaceae,Galega,officinalis,<Pisum,GPB3%PVP,142.08,298.89,3.61,2.75,2.104,151.06,312.72,4.39,2.20,2.15,3.04,2.30,0.029,Sahr Mian,17/08/21,KDTOL10360,4.42,,,,,,
,,,,,,,,,153.16,315.72,2.96,2.25,2.062,,,,,,,,,,,,,,,,,,
,,,,,,,,,157.95,323.56,2.55,1.91,2.048,,,,,,,,,,,,,,,,,,
RBGK,MC9278,DTOL,Angiosperm,Asteraceae,Artemisia,vulgaris,<Pisum,GPB3%PVP,257.42,338.55,2.73,2.03,1.315,266.69,351.01,6.91,3.45,3.38,2.65,2.17,0.007,Sahr Mian,17/08/21,KDTOL10361,6.49,,,,,,
,,,,,,,,,268.69,352.02,2.6,2.2,1.310,,,,,,,,,,,,,,,,,,
,,,,,,,,,273.95,362.45,2.62,2.27,1.323,,,,,,,,,,,,,,,,,,
RBGK,MC9276,DTOL,Fern,Dryopteridaceae,Dryopteris,filix-mas,>Pisum,GPB3%PVP,124.45,460.28,3.03,2.71,3.699,359.61,132.23,24.72,12.36,12.09,3.18,2.90,0.072,Sahr Mian,17/08/21,KDTOL10359,17.40,,,,,,
,,,,,,,,,132.8,479.1,2.99,3.6,3.608,,,,,,,,,,,,,,,,,,
,,,,,,,,,139.45,139.45,2.68,3.23,3.556,,,,,,,,,,,,,,,,,,
RBGE,DMR123,DTOL,Angiosperm,Geraniaceae,Geranium,sanguineum,>Petro,GPB3%PVP,205.67,410.59,3.64,3.21,1.996,416.94,212.69,8.82,4.41,4.31,3.49,3.58,0.035,Sahr Mian,17/08/21,,8.38,,,,,,
,,,,,,,,,208.22,408.54,3.48,3.79,1.961,,,,,,,,,,,,,,,,,,
,,,,,,,,,224.19,431.68,3.62,3.46,1.926,,,,,,,,,,,,,,,,,,
RBGE,DMR126,DTOL,Angiosperm,Amaranthaceae,Atriplex,littoralis,<Petro,GPB3%PVP,136,336.54,3.48,3.05,2.475,140.86,346.26,1.83,0.92,0.90,3.09,2.78,0.016,Sahr Mian,17/08/21,,-,,,,,,
,,,,,,,,,141.01,345.76,3.09,2.75,2.452,,,,,,,,,,,,,,,,,,
,,,,,,,,,145.58,356.48,2.69,2.53,2.444,,,,,,,,,,,,,,,,,,
RBGE,DMR124,DTOL,Angiosperm,Campanulaceae,Campanula,glomerata,>Solanum,GPB3%PVP,143.97,265.74,3.73,3.66,1.846,266.94,146.06,3.66,1.83,1.79,3.72,4.02,0.018,Sahr Mian,18/08/21,,3.61,,,,,,
,,,,,,,,,145.6,265.95,3.93,3.62,1.827,,,,,,,,,,,,,,,,,,
,,,,,,,,,148.62,269.14,4.39,3.87,1.811,,,,,,,,,,,,,,,,,,
RBGE,DMR125,DTOL,Angiosperm,Ranunculaceae,Thalictrum,minus,>Solanum,GPB3%PVP,385.36,461.9,2.67,2.81,1.199,474.88,396.41,2.40,1.20,1.17,2.74,2.66,0.003,Sahr Mian,18/08/21,,,,,,,,
,,,,,,,,,397.4,476.88,2.83,2.81,1.200,,,,,,,,,,,,,,,,,,
,,,,,,,,,406.47,485.85,2.47,2.6,1.195,,,,,,,,,,,,,,,,,,
RGBK,MC9283,DTOL,Angiosperm,Gentianaceae,Blackstonia,perfoliata,<Petro,GPB3%PVP,217.15,306.98,4.93,3.03,1.414,224.07,312.76,3.22,1.61,1.58,3.98,2.99,0.016,Sahr Mian,24/08/21,KDTOL10370,2.90,,,,,,
,,,,,,,,,223.91,311.76,3.59,2.99,1.392,,,,,,,,,,,,,,,,,,
,,,,,,,,,231.14,319.55,3.42,2.95,1.383,,,,,,,,,,,,,,,,,,
RBGK,MC9284,DTOL,Angiosperm,Lamiaceae,Origanum,vulgare,<Petro,GPB3%PVP,115.06,326.94,4.79,2.75,2.824,122.66,336.60,1.64,0.82,0.80,4.28,2.54,0.084,Sahr Mian,24/08/21,KDTOL10374,1.40,,,,,,
,,,,,,,,,121.17,332.8,4.22,2.52,2.747,,,,,,,,,,,,,,,,,,
,,,,,,,,,131.74,350.07,3.82,2.36,2.657,,,,,,,,,,,,,,,,,,
RBGK,MC9285,DTOL,Angiosperm,Asteraceae,Inula,conyza,>Petro,GPB3%PVP,214.28,378.16,2.79,2.8,1.755,385.25,221.10,7.84,3.92,3.83,2.89,2.84,0.017,Sahr Mian,24/08/21,KDTOL10375,7.01,,,,,,
,,,,,,,,,218.56,381.67,3.13,3.03,1.746,,,,,,,,,,,,,,,,,,
,,,,,,,,,230.45,395.92,2.59,2.84,1.722,,,,,,,,,,,,,,,,,,
RBGK,MC9290,DTOL,Angiosperm,Hydrocharitaceae,Stratiotes,aloides,>Petro,GPB3%PVP,205.29,512.37,4.12,3.92,2.496,519.48,212.65,10.99,5.50,5.38,3.78,4.18,0.047,Sahr Mian,24/08/21,KDTOL10380,9.90,,,,,,
,,,,,,,,,212.92,517.12,3.9,3.68,2.428,,,,,,,,,,,,,,,,,,
,,,,,,,,,219.75,528.96,4.52,3.75,2.407,,,,,,,,,,,,,,,,,,
RBGK,MC9292,DTOL,Angiosperm,Rosaceae,Agrimonia,eupatoria,>Petro,GPB3%PVP,318.64,432.6,2.92,2.6,1.358,443.06,326.93,6.10,3.05,2.98,2.59,2.72,0.003,Sahr Mian,24/08/21,KDTOL10382,2.97,polyploid,,,,,
,,,,,,,,,327.65,443.59,2.68,2.69,1.352,,,,,,,,,,,,,,,,,,
,,,,,,,,,334.51,452.98,2.56,2.49,1.354,,,,,,,,,,,,,,,,,,
RBGK,MC9293,DTOL,Angiosperm,Asteraceae,Achillea,millefolium,>Petro,GPB3%PVP,145.08,490.43,3.02,2.47,3.380,501.03,151.25,14.91,7.45,7.29,2.72,3.52,0.074,Sahr Mian,24/08/21,KDTOL10383,15,,,,,,
,,,,,,,,,150.93,502.47,3.17,2.39,3.329,,,,,,,,,,,,,,,,,,
,,,,,,,,,157.73,510.19,4.38,3.31,3.235,,,,,,,,,,,,,,,,,,
RBGK,MC9286,DTOL,Fern,Dryopteridaceae,Polystichum,setiferum,>Pisum,EBIHARA,228.19,402.95,2.3,2.87,1.766,413.31,234.62,16.01,8.01,7.83,2.69,2.15,0.005,Sahr Mian,24/08/21,KDTOL10376,15.50,,,,,,
,,,,,,,,,234.74,412.92,1.98,2.57,1.757,,,,,,,,,,,,,,,,,,
,,,,,,,,,240.94,424.05,2.17,2.64,1.76,,,,,,,,,,,,,,,,,,
RBGK,MC9287,DTOL,Angiosperm,Asparagaceae,Ruscus,aculeatus,>Pisum,GPB3%PVP,201.99,528.81,3.3,4.51,2.618,516.33,198.07,23.70,11.85,11.59,5.11,4.00,0.010,Sahr Mian,24/08/21,KDTOL10377,20.55,,,,,,
,,,,,,,,,190.33,495.42,4.49,5.9,2.603,,,,,,,,,,,,,,,,,,
,,,,,,,,,201.88,524.76,4.22,4.91,2.599,,,,,,,,,,,,,,,,,,
RBGK,MC9296,DTOL,Angiosperm,Araliaceae,Hedera,hibernica,>Petro,GPB3%PVP,219.16,315.63,3.38,3.66,1.440,321.01,223.42,6.47,3.23,3.16,3.36,2.99,0.003,Sahr Mian,24/08/21,KDTOL10386,6.00,,,,,,
,,,,,,,,,222.12,318.87,2.93,3.5,1.436,,,,,,,,,,,,,,,,,,
,,,,,,,,,228.98,328.54,2.65,2.93,1.435,,,,,,,,,,,,,,,,,,
RBGK,MC9288,DTOL,Angiosperm,Gunneraceae,Gunnera ,tinctoria,>Pisum,GPB3%PVP,201.18,499.25,3.18,3.34,2.482,507.05,205.38,22.44,11.22,10.97,3.07,3.00,0.014,Sahr Mian,24/08/21,KDTOL10378,14.87,,,,,,
,,,,,,,,,205,506.67,2.95,3.11,2.472,,,,,,,,,,,,,,,,,,
,,,,,,,,,209.95,515.23,2.87,2.76,2.454,,,,,,,,,,,,,,,,,,
RBGK,MC9289,DTOL,Angiosperm,Gunneraceae,Gunnera ,manicata,>Pisum,GPB3%PVP,208.85,520.05,2.37,2.37,2.49,530.04,213.95,22.52,11.26,11.01,2.19,2.19,0.013,Sahr Mian,24/08/21,KDTOL10379,14.87,,,,,,
,,,,,,,,,214.85,532.45,2.06,2.06,2.478,,,,,,,,,,,,,,,,,,
,,,,,,,,,218.14,537.61,2.14,2.14,2.465,,,,,,,,,,,,,,,,,,
RBGK,MC9291,DTOL,Angiosperm,Scrophulariaceae,Verbascum,nigrum,<Solanum,GPB3%PVP,168.71,378.83,5.49,2.57,2.245,173.39,386.28,0.90,0.45,0.44,4.87,2.59,0.017,Sahr Mian,24/08/21,KDTOL10381,-,,,,,,
,,,,,,,,,172.36,383.75,4.32,2.65,2.226,,,,,,,,,,,,,,,,,,
,,,,,,,,,179.11,396.27,4.79,2.56,2.212,,,,,,,,,,,,,,,,,,
RBGK,MC9294,DTOL,Angiosperm,Poaceae,Lolium,perenne,<Pisum,GPB3%PVP,239.84,326.42,2.56,2.37,1.361,247.96,335.13,6.73,3.36,3.29,3.31,2.50,0.008,Sahr Mian,24/08/21,KDTOL10384,5,,,,,,
,,,,,,,,,250.27,337.69,4.33,2.31,1.349,,,,,,,,,,,,,,,,,,
,,,,,,,,,253.78,341.27,3.05,2.83,1.345,,,,,,,,,,,,,,,,,,
RBGK,MC9295,DTOL,Gymnosperm,Pinaceae,Pseudotsuga,menziesii,>Pisum,GPB3%PVP,110.55,450.85,3.15,3.85,4.078,451.78,112.83,36.40,18.20,17.80,3.82,3.34,0.047,Sahr Mian,24/08/21,KDTOL10385,38.10,,,,,,
,,,,,,,,,112.77,452.13,2.82,3.95,4.009,,,,,,,,,,,,,,,,,,
,,,,,,,,,115.16,452.37,4.04,3.65,3.988,,,,,,,,,,,,,,,,,,
RBGK,,,Angiosperm,Caprifoliaceae,Heptocodium,miconioides,<Petro,GPB3%PVP,144.92,418.66,3.95,2.51,2.889,150.87,429.47,1.58,0.79,0.77,3.65,2.33,0.037,Sahr Mian,24/08/21,,,,,,,,
,,,,,,,,,151.54,429.54,3.68,2.22,2.835,,,,,,,,,,,,,,,,,,
,,,,,,,,,156.15,440.2,3.31,2.26,2.819,,,,,,,,,,,,,,,,,,
RBGE,DMR119,DTOL,Angiosperm,Rosaceae,Rubus,idaeus,<Solanum,GPB3%PVP,134.24,384.3,4.84,2.57,1.360,138.91,392.09,0.71,0.35,0.35,4.63,2.52,0.004,Sahr Mian,25/08/21,,-,,,,,,
,,,,,,,,,139.18,391.68,4.42,2.51,1.364,,,,,,,,,,,,,,,,,,
,,,,,,,,,143.32,400.28,4.63,2.47,1.356,,,,,,,,,,,,,,,,,,
RBGE,DMR127,DTOL,Angiosperm,Primulaceae,Lysimachia,maritima,<Petro,GPB3%PVP,237.48,323.07,3.79,3.37,1.36,245.76,334.27,3.31,1.65,1.62,3.41,2.93,0.004,Sahr Mian,25/08/21,,-,,,,,,
,,,,,,,,,246.49,336.13,3.18,2.71,1.364,,,,,,,,,,,,,,,,,,
,,,,,,,,,253.31,343.6,3.27,2.72,1.356,,,,,,,,,,,,,,,,,,
RBGE,DMR128,DTOL,Angiosperm,Juncaginaceae,Triglochin,maritima,<Petro,GPB3%PVP,208.73,351.64,2.84,2.27,1.685,216.70,360.60,2.70,1.35,1.32,2.61,2.17,0.020,Sahr Mian,25/08/21,,2.31,,,,,,
,,,,,,,,,217.99,362.4,2.4,2.05,1.662,,,,,,,,,,,,,,,,,,
,,,,,,,,,223.39,367.75,2.58,2.18,1.646,,,,,,,,,,,,,,,,,,
RBGE,DMR129,DTOL,Angiosperm,Eriocaulaceae,Eriocaulon,aquaticum,>Petro,GPB3%PVP,282.1,511.72,2.49,3,1.814,517.61,284.94,8.17,4.09,4.00,2.70,2.61,0.007,Sahr Mian,25/08/21,,8.37,,,,,,
,,,,,,,,,284.03,514.25,2.94,2.22,1.811,,,,,,,,,,,,,,,,,,
,,,,,,,,,288.7,526.87,2.4,2.88,1.825,,,,,,,,,,,,,,,,,,
RBGE,DMR130,DTOL,Angiosperm,Amaranthaceae,Atriplex,praecox,>Solanum,GPB3%PVP,168.67,314.49,3.75,4.98,1.865,323.28,177.00,3.65,1.83,1.79,3.90,3.47,0.031,Sahr Mian,25/08/21,,-,,,,,,
,,,,,,,,,178.96,324.47,3.22,3.54,1.834,,,,,,,,,,,,,,,,,,
,,,,,,,,,183.37,330.88,3.44,3.19,1.804,,,,,,,,,,,,,,,,,,
RBGE,DMR131,DTOL,Angiosperm,Poaceae,Molinia,caerulea,>Solanum,GPB3%PVP,84.86,302.07,3.97,4.46,1.634,319.69,165.68,3.86,1.93,1.89,4.31,4.22,0.023,Sahr Mian,26/08/21,,4.90,,,,,,
,,,,,,,,,201.26,319.91,3.83,4.39,1.590,,,,,,,,,,,,,,,,,,
,,,,,,,,,210.91,337.09,4.85,4.07,1.598,,,,,,,,,,,,,,,,,,
RBGE,DMR132,DTOL,Angiosperm,Asteraceae,Cirsium,heterophyllum,<Petro,GPB3%PVP,175.88,302.07,3.97,4.46,1.634,180.90,319.69,2.55,1.27,1.25,4.22,4.31,0.023,Sahr Mian,26/08/21,,2.14,,,,,,
,,,,,,,,,181.64,319.91,3.83,4.39,1.59,,,,,,,,,,,,,,,,,,
,,,,,,,,,185.17,337.09,4.85,4.07,1.598,,,,,,,,,,,,,,,,,,
RBGE,DMR133,DTOL,Fern,Dryopteridaceae,Polystichum,lonchitis,>Petro,EBIHARA,142.91,435.38,3.24,4.35,3.047,451.39,150.13,13.53,6.76,6.62,4.00,3.40,0.034,Sahr Mian,26/08/21,,-,,,,,,
,,,,,,,,,158.19,472.41,3.21,4.34,2.986,,,,,,,,,,,,,,,,,,
,,,,,,,,,149.3,446.38,3.75,3.32,2.990,,,,,,,,,,,,,,,,,,
RBGE,DMR134,DTOL,Fern,Cystopteridaceae,Cystopteris,montana,>Petro,EBIHARA,125.54,578.07,3.13,2.89,4.605,590.97,130.09,20.44,10.22,10.00,2.79,2.89,0.056,Sahr Mian,26/08/21,,-,,,,,,
,,,,,,,,,130.64,592.06,2.63,2.8,4.532,,,,,,,,,,,,,,,,,,
,,,,,,,,,134.1,602.79,2.92,2.68,4.495,,,,,,,,,,,,,,,,,,
RBGE,DMR135,DTOL,Angiosperm,Saxifragaceae,Saxifraga,aizoides,>Solanum,GPB3%PVP,149.52,258.13,3.65,3.93,1.726,273.10,159.49,3.42,1.71,1.67,3.84,3.05,0.018,Sahr Mian,26/08/21,,-,,,,,,
,,,,,,,,,159.18,273.77,3.04,3.85,1.720,,, ,,,,,,,,,,,,,,,
,,,,,,,,,169.76,287.4,2.47,3.73,1.693,,,,,,,,,,,,,,,,,,
RBGE,NB001,DTOL,Bryophyte,Polytrichaceae,Polytrichastrum,alpinum,<Oryza,OXPRO,141.07,214.87,3.07,3.14,1.523,154.25,235.52,1.31,0.65,0.64,4.14,4.47,0.014,Sahr Mian,26/08/21,,,,,,,,
,,,,,,,,,158.84,240.51,5.03,5.7,1.517,,,,,,,,,,,,,,,,,,
,,,,,,,,,162.84,251.19,4.33,4.58,1.543,,,,,,,,,,,,,,,,,,
RBGE,NB004,DTOL,Bryophyte,Brachytheciaceae,Sciuro,hypnum-glaciale,<Oryza,OXPRO,108.67,215.73,3.13,2.76,1.985,111.31,219.84,1.01,0.51,0.50,3.40,2.90,0.016,Sahr Mian,26/08/21,,,,,,,,
,,,,,,,,,110.57,219.33,3.25,2.66,1.984,,,,,,,,,,,,,,,,,,
,,,,,,,,,114.7,224.46,3.83,3.29,1.957,,,,,,,,,,,,,,,,,,
RBGE,NB003,DTOL,Bryophyte,Andreaeaceae,Andreaea,nivalis,<Oryza,OXPRO,97.87,294.44,4.7,2.3,3.008,102.31,301.98,0.68,0.34,0.33,5.21,2.99,0.048,Sahr Mian,26/08/21,,,,,,,,
,,,,,,,,,103.41,302.37,5.39,2.94,2.924,,,,,,,,,,,,,,,,,,
,,,,,,,,,105.65,309.12,5.55,3.72,2.926,,,,,,,,,,,,,,,,,,
RBGE,MB002,DTOL,Bryophyte,Polytrichaceae,Polytrichastrum,sexangulare,<Solanum,OXPRO,218.52,444.07,3.28,3.34,2.032,231.09,461.84,2.00,1.00,0.98,3.99,3.73,0.530,Sahr Mian,26/08/21,,,,,,,,
,,,,,,,,,231.61,460.37,4.31,3.94,1.088,,,,,,,,,,,,,,,,,,
,,,,,,,,,243.13,481.09,4.38,3.92,1.979,,,,,,,,,,,,,,,,,,
RBGE,DMR68,DTOL,Fern Ally,Equisetaceae,Equisetum,sylvaticum,>Pisum,GPB3%PVP,140.41,404.52,2.92,2.91,2.881,411.87,143.74,26.05,13.02,12.74,2.92,2.79,0.017,Sahr Mian,02/09/21,,25.78,,,,,,
,,,,,,,,,143.89,412.8,2.67,2.73,2.869,,,,,,,,,,,,,,,,,,
,,,,,,,,,146.93,418.28,2.78,3.11,2.847,,,,,,,,,,,,,,,,,,
RBGE,DMR136,DTOL,Fern,Pteridaceae,Cryptogramma,crispa,>Pisum,GPB3%PVP,155.55,407.94,2.77,4.18,2.623,420.05,163.22,23.39,11.70,11.44,4.09,3.13,0.050,Sahr Mian,02/09/21,,23.45,,,,,,
,,,,,,,,,161.44,416.49,3.63,4.25,2.58,,,,,,,,,,,,,,,,,,
,,,,,,,,,172.68,435.71,3,3.84,2.523,,,,,,,,,,,,,,,,,,
RBGE,DMR137,DTOL,Angiosperm,Geraniaceae,Geranium,pratense,<Pisum,GPB3%PVP,180.5,320.51,2.89,2.28,1.776,185.55,327.15,5.16,2.58,2.52,2.77,2.26,0.014,Sahr Mian,02/09/21,,-,,,,,,
,,,,,,,,,185.88,328.1,2.86,2.23,1.765,,,,,,,,,,,,,,,,,,
,,,,,,,,,190.28,332.84,2.55,2.27,1.749,,,,,,,,,,,,,,,,,,
RBGE,DMR138,DTOL,Angiosperm,Asteraceae,Solidago,virgaurea,<Petro,GPB3%PVP,168.44,293.58,3.25,2.25,1.743,173.27,299.23,2.61,1.30,1.27,3.03,2.24,0.016,Sahr Mian,02/09/21,,2.7,,,,,,
,,,,,,,,,173.37,299.3,3.09,2.2,1.726,,,,,,,,,,,,,,,,,,
,,,,,,,,,178,304.8,2.76,2.26,1.712,,,,,,,,,,,,,,,,,,
RBGE,DMR139,DTOL,Angiosperm,Hymenophyllaceae,Hymenophyllum,tunbrigense,>Pisum,GPB3%PVP,118.97,409.61,2.87,3.54,3.443,418.99,123.16,30.92,15.46,15.12,3.05,2.74,0.036,Sahr Mian,02/09/21,,-,,,,,,
,,,,,,,,,122.97,416.89,2.91,2.69,3.39,,,,,,,,,,,,,,,,,,
,,,,,,,,,127.53,430.46,2.45,2.91,3.375,,,,,,,,,,,,,,,,,,
RBGK,MC9298,DTOL,Angiosperm,Poaceae,Puccinellia,maritima,>Petro,GPB3%PVP,217.56,513.51,3.1,2.64,2.360,523.77,223.25,10.56,5.28,5.16,2.62,2.97,0.014,Sahr Mian,08/09/2021,KDTOL10388,-,,,,,,
,,,,,,,,,223.43,523.99,2.93,2.49,2.345,,,,,,,,,,,,,,,,,,
,,,,,,,,,228.77,533.8,2.89,2.72,2.333,,,,,,,,,,,,,,,,,,
RBGK,SM45,DTOL,Angiosperm,Chenopodiaceae,Beta,maritima,<Petro,GPB3%PVP,197.59,275.54,2.96,2.45,1.394,222.36,308.15,3.25,1.62,1.59,3.16,2.53,0.015,Sahr Mian,08/09/2021,KDTOL10389,2.60,,,,,,
,,,,,,,,,232.91,318.91,3.43,2.63,1.369,,,,,,,,,,,,,,,,,,
,,,,,,,,,236.59,330.01,3.08,2.5,1.395,,,,,,,,,,,,,,,,,,
RBGK,MC9299,DTOL,Angiosperm,Tamaricaceae,Tamarix,gallica,<Petro,GPB3%PVP,249.17,327.29,3,1.57,1.314,254.66,332.04,3.45,1.73,1.69,3.01,1.68,0.012,Sahr Mian,08/09/2021,KDTOL10390,-,,,,,,
,,,,,,,,,256.59,334.2,3.01,1.64,1.32,,,,,,,,,,,,,,,,,,
,,,,,,,,,258.22,334.64,3.02,1.82,1.296,,,,,,,,,,,,,,,,,,
RBGK,MC9300,DTOL,Angiosperm,Chenopodiaceae,Salicornia,ramossisima,<Petro,GPB3%PVP,193.24,332.22,4.19,2.86,1.719,196.00,343.30,2.57,1.28,1.26,4.42,2.43,0.045,Sahr Mian,08/09/2021,KDTOL10391,(2.75) different species,,,,,,
,,,,,,,,,198.75,354.38,4.64,1.99,1.783,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBGK,MC9301,DTOL,Angiosperm,Asteraceae,Artemisia,maritima,>Petro,GPB3%PVP,158.61,610.03,3.32,2.76,3.846,631.92,169.06,16.82,8.41,8.23,2.31,2.69,0.111,Sahr Mian,08/09/2021,KDTOL10395,-,,,,,,
,,,,,,,,,168.85,634.04,2.47,2.22,3.755,,,,,,,,,,,,,,,,,,
,,,,,,,,,179.72,651.68,2.28,1.94,3.626,,,,,,,,,,,,,,,,,,
RBGK,MC9302,DTOL,Angiosperm,Chenopodiaceae,Atriplex,portulacoides,<Petro,GPB3%PVP,200.81,311.96,3.18,2.22,1.553,206.26,321.74,2.88,1.44,1.41,2.87,1.88,0.012,Sahr Mian,08/09/2021,KDTOL10396,1.83,,,,,,
,,,,,,,,,207.15,321.55,2.87,1.81,1.552,,,,,,,,,,,,,,,,,,
,,,,,,,,,210.83,331.71,2.56,1.61,1.573,,,,,,,,,,,,,,,,,,
RBGK,MC9297,DTOL,Angiosperm,Frankeniaceae,Frankenia,laevis,<Petro,GPB3%PVP,189.94,327.45,4.46,3.11,1.724,195.84,338.69,2.60,1.30,1.27,3.99,2.80,0.019,Sahr Mian,08/09/2021,KDTOL10386,0.64 (different species),,,,,,
,,,,,,,,,198.18,346.85,3.95,2.92,1.75,,,,,,,,,,,,,,,,,,
,,,,,,,,,199.39,341.76,3.55,2.38,1.714,,,,,,,,,,,,,,,,,,
RBGK,MC9304,DTOL,Angiosperm,Fabaceae,Trifolium,fragiferum,<Solanum,GPB3%PVP,136.21,219.74,4.07,3.35,1.613,148.65,235.78,1.26,0.63,0.62,3.62,2.97,0.023,Sahr Mian,08/09/2021,KDTOL10398,1.07,,,,,,
,,,,,,,,,149.98,236.62,3.8,3.19,1.578,,,,,,,,,,,,,,,,,,
,,,,,,,,,159.77,250.97,2.98,2.38,1.571,,,,,,,,,,,,,,,,,,
RBGK,MC9303,DTOL,Angiosperm,Cymodoceaceae,Ruppia,maritima,>Solanum,GPB3%PVP,120.61,304.35,5.22,3.65,2.524,317.11,157.41,4.03,2.01,1.97,3.93,4.01,0.031,Sahr Mian,08/09/2021,KDTOL10397,-,,,,,,
,,,,,,,,,218.97,317.86,3.83,4.12,2.465,,,,,,,,,,,,,,,,,,
,,,,,,,,,132.65,329.13,2.98,4.02,2.481,,,,,,,,,,,,,,,,,,
RBGK,SM46,DTOL,Angiosperm,Chenopodiaceae,Atriplex,glabriuscula,<Petro,GPB3%PVP,206.71,464.28,3.44,3.17,2.246,216.40,478.71,2.03,1.02,0.99,3.15,2.79,0.035,Sahr Mian,08/09/2021,KDTOL10399,-,,,,,,
,,,,,,,,,216.37,479.59,2.91,2.57,2.217,,,,,,,,,,,,,,,,,,
,,,,,,,,,226.13,492.25,3.1,2.63,2.177,,,,,,,,,,,,,,,,,,
RBGE,DMR141,DTOL,Angiosperm,Salicaceae,Salix,myrsinifolia,<Petro,GPB3%PVP,223.33,385.51,4.53,3.51,1.717,235.70,416.69,2.55,1.27,1.24,3.98,3.23,0.052,Sahr Mian,08/09/2021,,-,,,,,,
,,,,,,,,,238.12,419.38,3.97,3.92,1.761,,,,,,,,,,,,,,,,,,
,,,,,,,,,245.66,445.18,3.44,2.27,1.821,,,,,,,,,,,,,,,,,,
RBGE,DMR142,DTOL,Angiosperm,Salicaceae,Salix,triandra,<Solanum,GPB3%PVP,213.09,346.55,4.19,2.8,1.626,221.55,362.08,1.22,0.61,0.60,3.77,3.15,0.024,Sahr Mian,08/09/2021,,0.79,,,,,,
,,,,,,,,,223.47,360.72,4.07,3.82,1.614,,,,,,,,,,,,,,,,,,
,,,,,,,,,228.1,378.98,3.04,2.83,1.661,,,,,,,,,,,,,,,,,,
RBGE,DMR143,DTOL,Angiosperm,Salicaceae,Salix,euxina,<Petro,GPB3%PVP,242.41,560.98,4.29,2.41,2.314,247.20,581.14,1.91,0.96,0.94,3.63,2.09,0.051,Sahr Mian,08/09/2021,,-,,,,,,
,,,,,,,,,251.98,601.29,2.96,1.77,2.386,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBGE,DMR145,DTOL,Angiosperm,Salicaceae,Salix,purpurea,<Solanum,GPB3%PVP,160.29,334.72,4.3,3.82,2.088,167.12,352.42,0.95,0.47,0.46,4.06,3.54,0.065,Sahr Mian,08/09/2021,,0.86,,,,,,
